name,longitude,latitude,kid,student,young,grown,thirty,forty,fifty,senior
GX751,121.7524932392276,31.1961018500996,629,0,0,0,0,0,0,0
GX752,121.4648336788348,30.850750859113113,672,0,0,0,0,0,0,0
GX753,121.63882331372074,31.238360391068113,437,0,0,0,0,0,0,0
GX754,121.68783860237983,31.18666170821796,139,0,0,0,0,0,0,0
GX755,121.06258920900511,31.049996734294567,198,0,0,0,0,0,0,0
GX756,121.99182704184638,30.900991784878315,689,0,0,0,0,0,0,0
GX757,121.67275916282051,30.97026174025171,337,0,0,0,0,0,0,0
GX758,121.44314690807741,30.90853444305832,498,0,0,0,0,0,0,0
GX759,121.86336966503613,31.27642165800777,677,0,0,0,0,0,0,0
GX760,121.13574955296282,31.283411678188358,70,0,0,0,0,0,0,0
GX761,121.95057270949829,31.239032165230626,487,0,0,0,0,0,0,0
GX762,121.68459289966272,30.83007136506175,302,0,0,0,0,0,0,0
GX763,121.78846330551086,30.878534980233972,550,0,0,0,0,0,0,0
GX764,121.03309480273356,31.29917956065695,118,0,0,0,0,0,0,0
GX765,121.0511987776834,30.859764836503565,625,0,0,0,0,0,0,0
GX766,121.60640551746766,30.8541592998978,70,0,0,0,0,0,0,0
GX767,121.58732243368225,31.15105031146557,485,0,0,0,0,0,0,0
GX768,121.57024547162356,30.832987205879867,223,0,0,0,0,0,0,0
GX769,121.32092258948151,31.115853882622957,112,0,0,0,0,0,0,0
GX770,121.32561216171588,31.2680587703969,202,0,0,0,0,0,0,0
GX771,121.6185635009315,30.82828083379599,628,0,0,0,0,0,0,0
GX772,121.98573918925725,30.907773176997036,124,0,0,0,0,0,0,0
GX773,121.64328987220715,30.926188674272574,169,0,0,0,0,0,0,0
GX774,121.96731736581123,30.908706848542764,13,0,0,0,0,0,0,0
GX775,121.30617781838141,31.264879765215312,198,0,0,0,0,0,0,0
GX776,121.67966723442007,31.24201845554389,575,0,0,0,0,0,0,0
GX777,121.1282159868764,30.874229847492852,412,0,0,0,0,0,0,0
GX778,121.7314587449977,31.13566811090454,114,0,0,0,0,0,0,0
GX779,121.81334260343094,31.07730145715756,312,0,0,0,0,0,0,0
GX780,121.88459150351191,31.282193588127964,201,0,0,0,0,0,0,0
GX781,121.07710062608209,31.0096573395557,142,0,0,0,0,0,0,0
GX782,121.88104501029078,31.205651650282732,119,0,0,0,0,0,0,0
GX783,121.29112257552848,30.80730807195272,181,0,0,0,0,0,0,0
GX784,121.1346085661601,31.24983182423619,18,0,0,0,0,0,0,0
GX785,121.60514990019063,30.86501914437358,299,0,0,0,0,0,0,0
GX786,121.42105339561944,30.92034397908302,411,0,0,0,0,0,0,0
GX787,121.25558349050458,31.224022668880288,605,0,0,0,0,0,0,0
GX788,121.09511932067552,30.856472363735413,81,0,0,0,0,0,0,0
GX789,121.9202475578652,30.833422461816596,83,0,0,0,0,0,0,0
GX790,121.90992953900417,30.994014778995854,671,0,0,0,0,0,0,0
GX791,121.93695936770025,30.858080535992215,546,0,0,0,0,0,0,0
GX792,121.28566559668046,31.000362136788727,175,0,0,0,0,0,0,0
GX793,121.4696534977182,30.928797549394254,631,0,0,0,0,0,0,0
GX794,121.36231945956061,30.958934389713725,183,0,0,0,0,0,0,0
GX795,121.82822935970307,31.2603558531517,672,0,0,0,0,0,0,0
GX796,121.54158996957378,30.966324314086645,415,0,0,0,0,0,0,0
GX797,121.97146737588761,30.997627663540566,533,0,0,0,0,0,0,0
GX798,121.56192427452528,31.09509899213653,631,0,0,0,0,0,0,0
GX799,121.13803037485071,31.298542241675722,446,0,0,0,0,0,0,0
GX800,121.71756200032708,30.904596082514264,384,0,0,0,0,0,0,0
GX801,121.74722527585878,31.170276776082318,473,0,0,0,0,0,0,0
GX802,121.30757360003811,30.836091598996095,365,0,0,0,0,0,0,0
GX803,121.42413565797668,31.047540884572943,108,0,0,0,0,0,0,0
GX804,121.13696273164021,31.165707820997675,162,0,0,0,0,0,0,0
GX805,121.76510629893434,31.231160112908693,487,0,0,0,0,0,0,0
GX806,121.16335837142877,30.865113726335142,285,0,0,0,0,0,0,0
GX807,121.34875287970611,30.994161221832606,57,0,0,0,0,0,0,0
GX808,121.63584487418383,30.91662044232718,27,0,0,0,0,0,0,0
GX809,121.39022260596768,31.14999068092209,379,0,0,0,0,0,0,0
GX810,121.17535438310973,31.174304958830362,156,0,0,0,0,0,0,0
GX811,121.2556592051587,30.863064547073375,389,0,0,0,0,0,0,0
GX812,121.73869399900885,30.85835698651469,134,0,0,0,0,0,0,0
GX813,121.01905165327685,31.25119857854349,474,0,0,0,0,0,0,0
GX814,121.75276165168894,31.216424422965805,27,0,0,0,0,0,0,0
GX815,121.12178602768567,30.879181950693624,26,0,0,0,0,0,0,0
GX816,121.53537944450684,30.807259334568137,275,0,0,0,0,0,0,0
GX817,121.54953881677432,30.905357601310385,473,0,0,0,0,0,0,0
GX818,121.49041882145822,30.930800249205447,143,0,0,0,0,0,0,0
GX819,121.38210518810536,31.212013726229664,334,0,0,0,0,0,0,0
GX820,121.20473289778344,30.890770152628797,638,0,0,0,0,0,0,0
GX821,121.00654095043153,31.205067513801154,512,0,0,0,0,0,0,0
GX822,121.13247295934555,30.875160415229487,396,0,0,0,0,0,0,0
GX823,121.16673742069575,31.19926808756513,272,0,0,0,0,0,0,0
GX824,121.8498679412271,31.144285037508332,254,0,0,0,0,0,0,0
GX825,121.60417025451596,30.83822832823852,194,0,0,0,0,0,0,0
GX826,121.14362997504236,30.941539791951094,572,0,0,0,0,0,0,0
GX827,121.62296686138491,31.221222812591613,170,0,0,0,0,0,0,0
GX828,121.37386247565915,30.87813905663332,218,0,0,0,0,0,0,0
GX829,121.08234051299404,31.294006215660186,590,0,0,0,0,0,0,0
GX830,121.46472005797243,31.177915960339583,267,0,0,0,0,0,0,0
GX831,121.2224256184635,31.292994360557277,232,0,0,0,0,0,0,0
GX832,121.53160523079015,30.813186605645075,331,0,0,0,0,0,0,0
GX833,121.3041134305714,31.131029053979784,422,0,0,0,0,0,0,0
GX834,121.98343460170405,31.07755783724043,136,0,0,0,0,0,0,0
GX835,121.27493935536226,31.059574651171676,267,0,0,0,0,0,0,0
GX836,121.04466710150135,31.15970303015647,576,0,0,0,0,0,0,0
GX837,121.84373756235098,30.80346287997936,296,0,0,0,0,0,0,0
GX838,121.04894449390217,30.835278503070853,73,0,0,0,0,0,0,0
GX839,121.28564034831858,30.91804648314489,10,0,0,0,0,0,0,0
GX840,121.76068003148237,31.037480774434528,194,0,0,0,0,0,0,0
GX841,121.63207575089557,30.978608681627684,502,0,0,0,0,0,0,0
GX842,121.00068850193317,31.003865477673262,141,0,0,0,0,0,0,0
GX843,121.3006694797259,30.952814441172812,418,0,0,0,0,0,0,0
GX844,121.27729018350826,30.905012681567232,551,0,0,0,0,0,0,0
GX845,121.65684082816807,30.88952251249321,680,0,0,0,0,0,0,0
GX846,121.1670285605015,31.214918839940566,315,0,0,0,0,0,0,0
GX847,121.98937943003388,31.252988840117897,672,0,0,0,0,0,0,0
GX848,121.23286699603972,30.982549396650377,571,0,0,0,0,0,0,0
GX849,121.2394748699844,31.047899788335265,340,0,0,0,0,0,0,0
GX850,121.11848613947413,31.156159555249296,214,0,0,0,0,0,0,0
GX851,121.90722402016092,30.986235999342664,57,0,0,0,0,0,0,0
GX852,121.59224375670448,31.017587272346887,656,0,0,0,0,0,0,0
GX853,121.52862873501698,31.096078342229255,421,0,0,0,0,0,0,0
GX854,121.13319665979112,30.82197738576673,486,0,0,0,0,0,0,0
GX855,121.17353722408433,30.830459115096684,3,0,0,0,0,0,0,0
GX856,121.72539161234779,31.151987983245366,109,0,0,0,0,0,0,0
GX857,121.56216926052873,31.202502759485984,423,0,0,0,0,0,0,0
GX858,121.84879078709564,31.175569871940876,545,0,0,0,0,0,0,0
GX859,121.68223336406082,31.013599556335507,31,0,0,0,0,0,0,0
GX860,121.89045909854623,31.10745036495976,15,0,0,0,0,0,0,0
GX861,121.55524736760088,31.202355968661454,237,0,0,0,0,0,0,0
GX862,121.93526908494574,31.279480880321408,202,0,0,0,0,0,0,0
GX863,121.94098272169353,31.282649286970223,483,0,0,0,0,0,0,0
GX864,121.88983016977618,30.91044952112392,94,0,0,0,0,0,0,0
GX865,121.97142592972754,31.154302329767102,504,0,0,0,0,0,0,0
GX866,121.32752080155952,31.166679098393985,654,0,0,0,0,0,0,0
GX867,121.7056718859268,31.115640860823042,399,0,0,0,0,0,0,0
GX868,121.1688148563302,30.929027978892695,554,0,0,0,0,0,0,0
GX869,121.42700194956656,31.125399676942457,264,0,0,0,0,0,0,0
GX870,121.10402175093589,31.236524142880693,330,0,0,0,0,0,0,0
GX871,121.7420568093559,30.904932417026764,294,0,0,0,0,0,0,0
GX872,121.471319645099,31.091968002867088,520,0,0,0,0,0,0,0
GX873,121.5655610000792,30.829226059551864,646,0,0,0,0,0,0,0
GX874,121.48982756768201,31.269049799500493,266,0,0,0,0,0,0,0
GX875,121.30527102520459,31.17653047388819,100,0,0,0,0,0,0,0
GX876,121.35534504635208,30.805893672209276,634,0,0,0,0,0,0,0
GX877,121.72051710441806,31.227130342518976,488,0,0,0,0,0,0,0
GX878,121.69732493410005,31.25695095534422,655,0,0,0,0,0,0,0
GX879,121.28038014657858,31.168494531200356,535,0,0,0,0,0,0,0
GX880,121.40332506101747,31.27774617981943,505,0,0,0,0,0,0,0
GX881,121.45773397386284,30.85925391923162,110,0,0,0,0,0,0,0
GX882,121.39731358886391,31.157492900589848,304,0,0,0,0,0,0,0
GX883,121.37350150955922,31.271643024717598,321,0,0,0,0,0,0,0
GX884,121.8383741775393,31.188844900772366,326,0,0,0,0,0,0,0
GX885,121.9585428346851,31.000584154581958,502,0,0,0,0,0,0,0
GX886,121.53584713812756,30.866268648198236,621,0,0,0,0,0,0,0
GX887,121.28300409267374,30.937831008027167,512,0,0,0,0,0,0,0
GX888,121.47717977635637,30.9523916941823,213,0,0,0,0,0,0,0
GX889,121.6653763469738,31.237788543431666,235,0,0,0,0,0,0,0
GX890,121.97886280949838,31.211311942202745,145,0,0,0,0,0,0,0
GX891,121.41412155948058,31.184995686381388,262,0,0,0,0,0,0,0
GX892,121.51376489675658,31.11879512090973,165,0,0,0,0,0,0,0
GX893,121.66786239100401,31.234941657886843,629,0,0,0,0,0,0,0
GX894,121.0769666166264,31.059530697237854,39,0,0,0,0,0,0,0
GX895,121.42784487547632,31.273966884768207,648,0,0,0,0,0,0,0
GX896,121.53560559622599,30.872586105248434,153,0,0,0,0,0,0,0
GX897,121.95670465209582,30.80049543578542,166,0,0,0,0,0,0,0
GX898,121.69684338423866,31.21775761483298,7,0,0,0,0,0,0,0
GX899,121.73623643036254,30.999715042944114,64,0,0,0,0,0,0,0
GX900,121.42451059477334,30.990965827488825,550,0,0,0,0,0,0,0
GX901,121.91577569159321,30.88395649513258,332,0,0,0,0,0,0,0
GX902,121.56366545368992,31.197921722783178,343,0,0,0,0,0,0,0
GX903,121.97136868368695,30.8292603246544,596,0,0,0,0,0,0,0
GX904,121.38944088555036,31.107171207566203,248,0,0,0,0,0,0,0
GX905,121.25979738080714,30.818722548364992,289,0,0,0,0,0,0,0
GX906,121.90036364425946,31.09992678376431,43,0,0,0,0,0,0,0
GX907,121.46385749302637,30.829892087257885,661,0,0,0,0,0,0,0
GX908,121.31690509442025,31.141863153363033,54,0,0,0,0,0,0,0
GX909,121.05564008217807,30.987393137093147,491,0,0,0,0,0,0,0
GX910,121.33510963577946,30.846779217931473,157,0,0,0,0,0,0,0
GX911,121.8695091364847,30.964648832799288,581,0,0,0,0,0,0,0
GX912,121.90679080522068,30.832636839518745,494,0,0,0,0,0,0,0
GX913,121.48969284225147,31.117608490365633,501,0,0,0,0,0,0,0
GX914,121.87734021472404,31.28434058852077,468,0,0,0,0,0,0,0
GX915,121.27891088845689,30.887184434999973,276,0,0,0,0,0,0,0
GX916,121.6874851504963,30.905523151374844,175,0,0,0,0,0,0,0
GX917,121.66190247845037,31.120083001316633,241,0,0,0,0,0,0,0
GX918,121.43561126220526,31.232786483261687,73,0,0,0,0,0,0,0
GX919,121.4347690596022,30.84519735570183,198,0,0,0,0,0,0,0
GX920,121.97382871271431,31.09299481479957,356,0,0,0,0,0,0,0
GX921,121.8990045048286,31.255988957780357,140,0,0,0,0,0,0,0
GX922,121.8670603986687,30.94843574137558,261,0,0,0,0,0,0,0
GX923,121.06568493537038,31.200525200007885,51,0,0,0,0,0,0,0
GX924,121.14498463708499,30.910510299196694,435,0,0,0,0,0,0,0
GX925,121.88514586738107,30.968208429124907,182,0,0,0,0,0,0,0
GX926,121.9087292157644,31.123071001401264,273,0,0,0,0,0,0,0
GX927,121.82249163990502,30.89480784070877,223,0,0,0,0,0,0,0
GX928,121.27644792839435,30.858023104489426,468,0,0,0,0,0,0,0
GX929,121.3074879306892,30.93021054552979,310,0,0,0,0,0,0,0
GX930,121.54498280386821,31.013203605711833,485,0,0,0,0,0,0,0
GX931,121.87466564675705,30.932298037432076,697,0,0,0,0,0,0,0
GX932,121.1614952039947,31.01415356798697,120,0,0,0,0,0,0,0
GX933,121.70755747024157,31.257423731739113,198,0,0,0,0,0,0,0
GX934,121.41320131415839,31.053942784750944,647,0,0,0,0,0,0,0
GX935,121.88926796962367,31.11594949094179,637,0,0,0,0,0,0,0
GX936,121.10199778267052,30.8388648537872,641,0,0,0,0,0,0,0
GX937,121.81604061852146,30.888961448101938,417,0,0,0,0,0,0,0
GX938,121.74147903732216,30.871211361219324,351,0,0,0,0,0,0,0
GX939,121.8737501242358,30.859337535263634,210,0,0,0,0,0,0,0
GX940,121.53708549404872,30.89550437534984,2,0,0,0,0,0,0,0
GX941,121.82933226798126,30.88242286094567,576,0,0,0,0,0,0,0
GX942,121.04742536060667,30.96200691860152,680,0,0,0,0,0,0,0
GX943,121.21643238918006,30.90526921382793,62,0,0,0,0,0,0,0
GX944,121.61032625699488,31.14496638717666,197,0,0,0,0,0,0,0
GX945,121.86062818478804,31.271228340552156,488,0,0,0,0,0,0,0
GX946,121.4062516003874,30.965239602027367,102,0,0,0,0,0,0,0
GX947,121.2047765216398,31.21211445703184,65,0,0,0,0,0,0,0
GX948,121.15206839746638,30.95350087160984,388,0,0,0,0,0,0,0
GX949,121.16646822906924,31.212562889051032,589,0,0,0,0,0,0,0
GX950,121.51922931544371,30.895384791960165,14,0,0,0,0,0,0,0
GX951,121.34163021345032,31.120941509914307,642,0,0,0,0,0,0,0
GX952,121.27333627543373,30.99133882706005,557,0,0,0,0,0,0,0
GX953,121.71155899773602,30.90448889003849,27,0,0,0,0,0,0,0
GX954,121.08012380174578,30.95777072318679,579,0,0,0,0,0,0,0
GX955,121.913367234912,31.190465168965815,207,0,0,0,0,0,0,0
GX956,121.83113951701715,31.28182288361509,413,0,0,0,0,0,0,0
GX957,121.19040593299762,31.173152864715707,79,0,0,0,0,0,0,0
GX958,121.04763464203829,31.107778346353665,99,0,0,0,0,0,0,0
GX959,121.49143422805398,31.282617251676804,161,0,0,0,0,0,0,0
GX960,121.4322685500084,31.29012750571734,395,0,0,0,0,0,0,0
GX961,121.77361555277746,31.225249230721033,434,0,0,0,0,0,0,0
GX962,121.38594394789253,30.85656263904133,641,0,0,0,0,0,0,0
GX963,121.37005688306937,31.09922463148061,395,0,0,0,0,0,0,0
GX964,121.39363359586008,31.116921894299644,128,0,0,0,0,0,0,0
GX965,121.59001217542274,30.82701726294342,675,0,0,0,0,0,0,0
GX966,121.6333162648893,30.96311168963981,519,0,0,0,0,0,0,0
GX967,121.35795320523596,30.90983073683959,228,0,0,0,0,0,0,0
GX968,121.17195938672263,31.085473620533488,397,0,0,0,0,0,0,0
GX969,121.292496083542,31.109035796321027,14,0,0,0,0,0,0,0
GX970,121.30031236756419,31.08654188715308,90,0,0,0,0,0,0,0
GX971,121.8506288192714,31.17212235161186,463,0,0,0,0,0,0,0
GX972,121.2140666719694,31.28071048280166,183,0,0,0,0,0,0,0
GX973,121.98634677875617,30.805943502683704,625,0,0,0,0,0,0,0
GX974,121.58452221558805,31.203484475874887,520,0,0,0,0,0,0,0
GX975,121.7124199823935,31.129724335529918,107,0,0,0,0,0,0,0
GX976,121.96125330331527,30.915652487441204,609,0,0,0,0,0,0,0
GX977,121.32302749603404,31.02195080964073,123,0,0,0,0,0,0,0
GX978,121.21784068625364,31.123250910916692,565,0,0,0,0,0,0,0
GX979,121.19369892301577,31.277300575676534,601,0,0,0,0,0,0,0
GX980,121.86723583771824,31.264395532587333,304,0,0,0,0,0,0,0
GX981,121.68069764866655,31.066622843455978,505,0,0,0,0,0,0,0
GX982,121.43511736724864,31.258171476499584,390,0,0,0,0,0,0,0
GX983,121.89872974769415,30.80995020891731,467,0,0,0,0,0,0,0
GX984,121.75882967939202,30.811472831345693,58,0,0,0,0,0,0,0
GX985,121.06463987432709,31.030900990977916,635,0,0,0,0,0,0,0
GX986,121.06968098918708,30.928083481394708,512,0,0,0,0,0,0,0
GX987,121.7034411964301,30.82281427897137,180,0,0,0,0,0,0,0
GX988,121.68206571869752,31.224939636102626,94,0,0,0,0,0,0,0
GX989,121.66634409913851,31.07069411582701,167,0,0,0,0,0,0,0
GX990,121.64151304252444,30.896402620956582,278,0,0,0,0,0,0,0
GX991,121.4998822339231,31.09760827337533,265,0,0,0,0,0,0,0
GX992,121.53361653584349,31.264921390247714,163,0,0,0,0,0,0,0
GX993,121.91954321892149,30.834608587295538,145,0,0,0,0,0,0,0
GX994,121.00802899833863,31.05054293602472,101,0,0,0,0,0,0,0
GX995,121.71549484862794,30.805472146104876,76,0,0,0,0,0,0,0
GX996,121.27841399155022,31.290634999677415,226,0,0,0,0,0,0,0
GX997,121.38453238969248,31.113499541270464,327,0,0,0,0,0,0,0
GX998,121.69518251420924,31.151657943178172,542,0,0,0,0,0,0,0
GX999,121.72030614300776,30.87008009270595,202,0,0,0,0,0,0,0
GX1000,121.39905555244486,31.12703725320507,315,0,0,0,0,0,0,0
GX1001,121.87910910740563,31.102514362311627,412,0,0,0,0,0,0,0
GX1002,121.41832629673745,30.88775746667693,681,0,0,0,0,0,0,0
GX1003,121.49395865186742,31.07137801309277,352,0,0,0,0,0,0,0
GX1004,121.41108037527205,31.19727433308344,198,0,0,0,0,0,0,0
GX1005,121.9551087432805,31.15116214466917,690,0,0,0,0,0,0,0
GX1006,121.53747872905626,31.070211805189338,168,0,0,0,0,0,0,0
GX1007,121.27704456941234,31.228617704826643,506,0,0,0,0,0,0,0
GX1008,121.81040630878596,31.01900036903627,36,0,0,0,0,0,0,0
GX1009,121.09388513971219,31.03368177975504,34,0,0,0,0,0,0,0
GX1010,121.27088244997186,31.216486840414937,299,0,0,0,0,0,0,0
GX1011,121.37748503741442,30.981532087747357,16,0,0,0,0,0,0,0
GX1012,121.69522257222023,30.901403038646595,178,0,0,0,0,0,0,0
GX1013,121.86230654259293,31.100594041065865,679,0,0,0,0,0,0,0
GX1014,121.41348123656114,30.96166074113235,483,0,0,0,0,0,0,0
GX1015,121.84274009665177,31.29054713624077,543,0,0,0,0,0,0,0
GX1016,121.52432507349323,30.965418441015547,678,0,0,0,0,0,0,0
GX1017,121.73274414818141,31.172811733104776,298,0,0,0,0,0,0,0
GX1018,121.07362305069505,31.237854982878563,292,0,0,0,0,0,0,0
GX1019,121.34242475210165,30.800851453018332,151,0,0,0,0,0,0,0
GX1020,121.03739600468738,30.942136986874512,643,0,0,0,0,0,0,0
GX1021,121.32612423406104,31.212045006790795,618,0,0,0,0,0,0,0
GX1022,121.55158791411178,30.954169356288347,588,0,0,0,0,0,0,0
GX1023,121.33343178960195,31.16094565166959,247,0,0,0,0,0,0,0
GX1024,121.26991897043096,31.083796804650483,439,0,0,0,0,0,0,0
GX1025,121.48663846102964,31.145477303653013,140,0,0,0,0,0,0,0
GX1026,121.93769963289404,31.000042759212917,361,0,0,0,0,0,0,0
GX1027,121.40099178935388,31.253969031979704,12,0,0,0,0,0,0,0
GX1028,121.84643245658009,30.948030450544984,10,0,0,0,0,0,0,0
GX1029,121.83978925731161,31.23880073205593,670,0,0,0,0,0,0,0
GX1030,121.30557134359134,31.282168568522533,451,0,0,0,0,0,0,0
GX1031,121.5840799431195,31.089652324528327,19,0,0,0,0,0,0,0
GX1032,121.33051789899683,31.289175425560252,453,0,0,0,0,0,0,0
GX1033,121.32238671352401,31.099687844330123,23,0,0,0,0,0,0,0
GX1034,121.51767859348507,31.18917531168194,266,0,0,0,0,0,0,0
GX1035,121.5024200058898,30.816170537746853,298,0,0,0,0,0,0,0
GX1036,121.3484093841026,30.810478391083986,387,0,0,0,0,0,0,0
GX1037,121.60377593913954,31.253640116715385,647,0,0,0,0,0,0,0
GX1038,121.64581040848589,30.859240667706647,543,0,0,0,0,0,0,0
GX1039,121.20484529555965,30.94447121031798,155,0,0,0,0,0,0,0
GX1040,121.48536604464971,31.09791760336995,36,0,0,0,0,0,0,0
GX1041,121.34201417508713,31.26589178545016,403,0,0,0,0,0,0,0
GX1042,121.83799776252391,30.903638396923995,599,0,0,0,0,0,0,0
GX1043,121.85507830923375,30.932828747205882,76,0,0,0,0,0,0,0
GX1044,121.5798653567864,31.17013758349715,328,0,0,0,0,0,0,0
GX1045,121.83681555799616,31.08666086844606,430,0,0,0,0,0,0,0
GX1046,121.13643598893451,30.813925484270673,336,0,0,0,0,0,0,0
GX1047,121.66103593278248,31.256426555878413,292,0,0,0,0,0,0,0
GX1048,121.01045633443341,31.239634581968886,572,0,0,0,0,0,0,0
GX1049,121.85308127289697,31.172527515694526,256,0,0,0,0,0,0,0
GX1050,121.26746509486956,31.15205800375676,155,0,0,0,0,0,0,0
GX1051,121.83751704331407,30.98569444675061,498,0,0,0,0,0,0,0
GX1052,121.88355330918559,30.987850874266265,434,0,0,0,0,0,0,0
GX1053,121.19441316788262,30.98408308169779,269,0,0,0,0,0,0,0
GX1054,121.78507639082841,31.29118209400864,249,0,0,0,0,0,0,0
GX1055,121.86973946457697,31.21792933775019,268,0,0,0,0,0,0,0
GX1056,121.68772075559026,30.91123058126784,656,0,0,0,0,0,0,0
GX1057,121.00548615354604,31.179231775470388,570,0,0,0,0,0,0,0
GX1058,121.1534568340179,30.940177705664762,161,0,0,0,0,0,0,0
GX1059,121.91640519651172,30.94940345223928,41,0,0,0,0,0,0,0
GX1060,121.98089341637947,31.09655903984818,349,0,0,0,0,0,0,0
GX1061,121.77529293153732,31.212639740017334,364,0,0,0,0,0,0,0
GX1062,121.40196831934193,30.94724039871924,645,0,0,0,0,0,0,0
GX1063,121.85606866184013,31.139714573766685,449,0,0,0,0,0,0,0
GX1064,121.02182066106057,31.132052536484792,257,0,0,0,0,0,0,0
GX1065,121.60018510488591,31.114814867532807,441,0,0,0,0,0,0,0
GX1066,121.87758476250457,30.936868084756185,661,0,0,0,0,0,0,0
GX1067,121.23934205198523,30.806559047641134,369,0,0,0,0,0,0,0
GX1068,121.94537243006431,31.25568452156131,58,0,0,0,0,0,0,0
GX1069,121.44629121653148,30.95916398028297,23,0,0,0,0,0,0,0
GX1070,121.35509389144111,31.19057697627856,12,0,0,0,0,0,0,0
GX1071,121.26201739721029,30.997408779354956,482,0,0,0,0,0,0,0
GX1072,121.11370531523768,31.28412898931366,348,0,0,0,0,0,0,0
GX1073,121.92534955296144,30.93211208847962,113,0,0,0,0,0,0,0
GX1074,121.34452498645079,30.834502640344144,383,0,0,0,0,0,0,0
GX1075,121.8204900908997,30.914749285563015,187,0,0,0,0,0,0,0
GX1076,121.6511025938488,30.854471485870636,453,0,0,0,0,0,0,0
GX1077,121.46610825631555,30.99998205027814,370,0,0,0,0,0,0,0
GX1078,121.85811880322593,30.846749595604948,254,0,0,0,0,0,0,0
GX1079,121.75087756340315,30.823586882281752,450,0,0,0,0,0,0,0
GX1080,121.89021954300462,31.04648235367558,30,0,0,0,0,0,0,0
GX1081,121.72536634440227,30.916820749337848,354,0,0,0,0,0,0,0
GX1082,121.1657166376841,31.143934433257357,388,0,0,0,0,0,0,0
GX1083,121.48703359702297,31.14385840099394,35,0,0,0,0,0,0,0
GX1084,121.52075546044611,31.03576656408742,357,0,0,0,0,0,0,0
GX1085,121.63844262238001,31.239721742261587,37,0,0,0,0,0,0,0
GX1086,121.17781703489338,31.049824734233972,615,0,0,0,0,0,0,0
GX1087,121.60020940054393,30.82617809770833,251,0,0,0,0,0,0,0
GX1088,121.63893383227936,31.057499182946486,329,0,0,0,0,0,0,0
GX1089,121.65819343895743,31.112432192576026,281,0,0,0,0,0,0,0
GX1090,121.04968812727164,31.289308098827465,124,0,0,0,0,0,0,0
GX1091,121.00438095958098,31.22703188204065,651,0,0,0,0,0,0,0
GX1092,121.6470951242571,31.1367245975601,696,0,0,0,0,0,0,0
GX1093,121.47494036172743,30.84414535689702,63,0,0,0,0,0,0,0
GX1094,121.39769590370435,31.28813248278766,386,0,0,0,0,0,0,0
GX1095,121.02629651186453,31.23907992455354,135,0,0,0,0,0,0,0
GX1096,121.0474227605455,31.264342620382394,261,0,0,0,0,0,0,0
GX1097,121.8465284319678,31.248368155134816,129,0,0,0,0,0,0,0
GX1098,121.16069029664527,30.992941244964776,506,0,0,0,0,0,0,0
GX1099,121.04812784716425,30.893654393112715,7,0,0,0,0,0,0,0
GX1100,121.61232499087241,30.967923865307025,83,0,0,0,0,0,0,0
GX1101,121.0984401128743,30.816616730605215,97,0,0,0,0,0,0,0
GX1102,121.62457848103962,31.15708319268236,665,0,0,0,0,0,0,0
GX1103,121.03308909591647,31.035839902864584,651,0,0,0,0,0,0,0
GX1104,121.19622995403431,31.043391387689862,281,0,0,0,0,0,0,0
GX1105,121.37825474089098,31.08343082148027,269,0,0,0,0,0,0,0
GX1106,121.45737697349664,31.065509976302994,212,0,0,0,0,0,0,0
GX1107,121.94072446564404,30.977700068253167,661,0,0,0,0,0,0,0
GX1108,121.57946575344958,31.077375079189352,528,0,0,0,0,0,0,0
GX1109,121.86698289811741,30.992811704801955,356,0,0,0,0,0,0,0
GX1110,121.77481549102505,30.99678035194232,492,0,0,0,0,0,0,0
GX1111,121.82859169701986,31.26226426711789,415,0,0,0,0,0,0,0
GX1112,121.20472688961866,30.80068989206915,472,0,0,0,0,0,0,0
GX1113,121.86162862818017,31.201675964700936,508,0,0,0,0,0,0,0
GX1114,121.27324543508296,30.841772631605235,158,0,0,0,0,0,0,0
GX1115,121.32082512504404,30.819814493007776,31,0,0,0,0,0,0,0
GX1116,121.47998955593246,31.270908530442544,210,0,0,0,0,0,0,0
GX1117,121.94906483822861,31.053281335391365,207,0,0,0,0,0,0,0
GX1118,121.32687708679047,31.217163877825207,355,0,0,0,0,0,0,0
GX1119,121.10166405425338,30.86881307927014,68,0,0,0,0,0,0,0
GX1120,121.47907209988534,30.886393586885443,533,0,0,0,0,0,0,0
GX1121,121.39070224643199,30.92281862768661,415,0,0,0,0,0,0,0
GX1122,121.65055029357268,31.127066300323346,579,0,0,0,0,0,0,0
GX1123,121.16326603775416,30.906487709989825,44,0,0,0,0,0,0,0
GX1124,121.37192303542068,31.28542387010513,66,0,0,0,0,0,0,0
GX1125,121.3305728523902,31.278477314110283,456,0,0,0,0,0,0,0
GX1126,121.67702571869954,31.238418374456618,357,0,0,0,0,0,0,0
GX1127,121.70218435815619,31.04864100255893,10,0,0,0,0,0,0,0
GX1128,121.76151148632638,31.282194110416228,467,0,0,0,0,0,0,0
GX1129,121.52640706436972,31.11428058222238,166,0,0,0,0,0,0,0
GX1130,121.18942813470855,31.14481036569017,469,0,0,0,0,0,0,0
GX1131,121.81768487850536,30.814677689467988,30,0,0,0,0,0,0,0
GX1132,121.29264129071139,31.136486672469882,76,0,0,0,0,0,0,0
GX1133,121.98390028406159,30.895848829312794,577,0,0,0,0,0,0,0
GX1134,121.98480921494401,31.099380622410948,84,0,0,0,0,0,0,0
